Num	Epoch	a		    e		    i		     w		     Node		  M		     Name
--	-----	----------	----------	---------	---------	---------	-----------	-----------------
10224	56800	2.4417061	0.0488721	0.5357000	305.5385000	192.1647100	356.2750093	Whitaker
10225	56800	2.4421576	0.1470532	8.0975300	72.4616100	52.3917700	160.9161380	1996 VH30
10226	56800	2.4422673	0.1735902	2.3240300	348.8750900	317.2246700	194.5309291	Bremen
10227	56800	2.4427538	0.1470272	5.4810400	125.7879700	222.8501900	139.5981720	Zguridi
10228	56800	2.4434882	0.1916514	3.4526100	248.3955300	81.3153100	190.7950647	1997 YR2
10229	56800	2.4444913	0.2743752	7.5825000	276.6136800	108.6714200	88.6141659	2000 GA124
10230	56800	2.4445133	0.1866402	6.0898400	190.6511800	39.2543600	26.2529088	Orbinskij
10231	56800	2.4452723	0.0660652	14.7149800	245.2306800	158.0735600	241.2687361	1999 RS10
10232	56800	2.4466150	0.1892657	15.2183300	148.4487600	67.8587800	274.2577969	Amymilne
10233	56800	2.4470262	0.2611306	6.0572000	55.4911500	0.6422600	248.5551839	1989 AD
10234	56800	2.4491358	0.1116507	3.9751000	75.5071600	171.1060400	107.9915590	2787 P-L
10235	56800	2.4492412	0.2256538	13.3280400	125.2288000	228.8947400	351.2737691	1991 VV1
10236	56800	2.4494327	0.0925452	2.3235800	340.5638300	241.2506500	354.4188060	Merbold
10237	56800	2.4498495	0.0773028	11.5078700	325.1232300	9.6407200	34.6657648	1997 FH4
10238	56800	2.4498957	0.2137429	11.8144600	123.0600400	304.9240800	119.3810981	2000 NG25
10239	56800	2.4509853	0.1348233	2.3506800	115.5522500	350.4219000	240.1307983	1989 CP
10240	56800	2.4513875	0.1518438	14.3101700	43.9625500	152.5811000	128.3140335	2000 AD199
10241	56800	2.4517636	0.0907344	11.1761700	199.0608400	281.7585700	248.1368411	1999 XR169
10242	56800	2.4520740	0.1455588	4.0253700	206.5820400	75.6388700	349.2465638	Einasto
10243	56800	2.4522726	0.0923265	7.9014900	175.3001800	145.6609300	252.8615473	1998 AM10
10244	56800	2.4534251	0.0648055	5.7415300	122.5910800	118.8676000	262.3575351	1999 CO
10245	56800	2.4551545	0.1101852	2.5118900	228.7839600	51.2329900	250.9137938	Babelsberg
10246	56800	2.4594147	0.1397307	1.9586300	304.4298100	311.0462000	279.1680186	Ryomichico
10247	56800	2.4607880	0.2395469	8.4289200	200.4418900	153.9438700	262.8732279	1998 HJ133
10248	56800	2.4614468	0.1834176	4.0385800	224.8562000	93.9686500	70.1432084	Isamu
10249	56800	2.4628069	0.1119534	0.7292200	209.1149400	187.9310700	130.9889512	Pounds
10250	56800	2.4645610	0.2343635	14.3363300	107.2922100	166.3447300	249.2681912	Le Poole
10251	56800	2.4649369	0.0930293	7.1332700	212.6061700	13.6647100	290.6411511	NANTEN
10252	56800	2.4652603	0.1628786	2.9602800	295.7727800	338.6678400	97.4618791	Danielson
10253	56800	2.4663465	0.1522736	3.4597200	213.5739900	62.9756300	172.5844055	2000 CA95
10254	56800	2.4666376	0.1575383	3.8628900	84.6617700	23.5083400	217.5414675	Okushiri
10255	56800	2.4694276	0.0864217	7.2444500	23.0721000	143.0489600	265.5433270	2000 GS135
10256	56800	2.4700255	0.1576194	12.8372600	304.7404300	164.3097000	102.3359460	1992 RP3
10257	56800	2.4706497	0.1060315	14.1667500	58.0681200	61.4398300	312.1288917	2000 GG124
10258	56800	2.4708345	0.2133645	4.1856300	39.1556900	329.8339000	59.0109334	Bolotov
10259	56800	2.4713894	0.1048262	4.1858100	128.4469000	8.7311000	34.5917492	Theresaoei
10260	56800	2.4718645	0.1273980	0.6161000	82.2685400	241.6743200	166.4582648	Hirasawa
10261	56800	2.4733990	0.0692749	6.0851500	206.8403200	354.0852900	294.8725417	1999 CT54
10262	56800	2.4756350	0.0963881	16.3150100	13.5725000	353.9910500	272.1680778	1999 RL25
10263	56800	2.4789836	0.1151979	10.1460200	257.1213200	152.8980100	326.5021735	1998 QC98
10264	56800	2.5137898	0.1149998	6.3475200	175.5532900	189.8637500	127.6210729	1999 GF31
10265	56800	2.5165644	0.1061058	11.4009400	192.6855500	106.1968700	27.0869141	1999 XR91
10266	56800	2.5175948	0.0199376	9.7796200	86.0413300	328.5493900	295.7632774	1982 UE12
10267	56800	2.5176708	0.1891194	4.3493100	0.3703600	33.1895200	114.6438913	1999 JE37
10268	56800	2.5192919	0.1195462	4.5883700	124.9478700	251.4544200	161.0149729	Cronin
10269	56800	2.5199402	0.1862847	4.7587500	328.1264600	12.4296400	180.9501070	1998 DE5
10270	56800	2.5200777	0.0499982	13.3570800	177.1396600	274.6969000	67.3156713	2000 RF98
10271	56800	2.5201912	0.0940521	7.2641100	82.6005600	217.5732600	178.0863588	1992 PC2
10272	56800	2.5207749	0.0724580	9.5892900	130.6383700	77.5234600	250.0484726	2001 TY77
10273	56800	2.5225968	0.1375624	4.1228900	236.0110100	56.8555200	226.0393909	Moriyama
10274	56800	2.5233929	0.2202011	6.7043300	292.8768700	138.3798900	126.8167068	Fandly
10275	56800	2.5242616	0.1378997	15.2807300	301.0402100	16.7235700	203.3297943	2000 OD52
10276	56800	2.5256235	0.1440380	15.1731800	245.6707500	87.4729000	261.5203365	1998 HK122
10277	56800	2.5266809	0.1835067	11.7714000	301.1479200	5.7949200	345.7515422	1981 EY27
10278	56800	2.5290344	0.1035909	11.3413700	292.7318000	316.5100700	44.8704353	Hermainkhan
10279	56800	2.5301857	0.1207892	14.8439000	256.2016600	324.4411400	339.8097737	1999 RZ125
10280	56800	2.5304309	0.2049051	11.1039200	162.1141000	300.2416000	93.3790193	2000 SQ287
10281	56800	2.5305453	0.3078615	9.6752900	100.5885800	304.9337900	81.1382941	2000 NC
10282	56800	2.5311394	0.2425086	8.6486200	344.7121000	40.2876600	32.6588433	Sumerkin
10283	56800	2.5313929	0.0934054	16.0276900	3.3908200	32.3791500	221.2696551	1991 VD1
10284	56800	2.5322725	0.1657992	14.0347500	324.5871000	71.1800100	312.0273228	1994 VA2
10285	56800	2.5326103	0.2227614	13.8039600	27.7920800	331.1466300	357.5777422	1998 YM7
10286	56800	2.5329155	0.2296884	8.9911700	241.8100700	198.4492400	332.0248471	1080 T-1
10287	56800	2.5338868	0.1564743	10.6331600	127.4565500	289.4281900	230.4894926	1999 XE192
10288	56800	2.5343733	0.1344364	11.1033900	44.0311800	201.5099100	92.4049174	Maren
10289	56800	2.5345296	0.1067466	13.5819000	338.0466000	184.3810600	333.4189702	1999 JR84
10290	56800	2.5346874	0.0350847	7.8441700	287.0278300	103.5522100	87.6874959	Marybuda
10291	56800	2.5347200	0.1092049	12.6870200	218.8416000	15.3236200	252.6809957	Brunowalter
10292	56800	2.5348174	0.1422941	12.3688500	283.3817100	313.7378700	97.6928256	2000 AC34
10293	56800	2.5355287	0.1784070	9.2678000	76.6703700	171.2279100	133.7470488	1997 SW30
10294	56800	2.5355324	0.1799138	4.3725200	232.6718100	215.9476000	33.7854943	Marcgraf
10295	56800	2.5355364	0.1329922	7.4453800	345.2747700	229.8072800	327.2969804	2000 VW23
10296	56800	2.5366034	0.1911571	4.7024100	58.9937400	255.5289200	43.4054355	1998 WM1
10297	56800	2.5366108	0.1307740	13.3506600	208.7597900	290.8658400	230.1045137	Risoldi
10298	56800	2.5376468	0.1629920	12.6789400	109.1076000	181.0456000	213.5505926	1999 JD80
10299	56800	2.5379646	0.1068787	6.0968400	269.3231600	72.3328300	44.2905744	1998 YN3
10300	56800	2.5384457	0.0397153	12.3282200	111.8679600	165.8224200	79.5163452	1996 EG2
10301	56800	2.5392645	0.2700541	14.5452900	20.1250100	270.0759600	233.1356225	1999 LU26
10302	56800	2.5392723	0.1000639	13.4230100	15.4506700	322.2695100	227.1388185	1999 RF126
10303	56800	2.5396504	0.1841784	12.8094100	296.0132900	10.7509800	97.4094984	2000 GC95
10304	56800	2.5401506	0.2440728	29.6338300	194.5228000	137.9489100	38.7736228	Roberthargraves
10305	56800	2.5401971	0.1431074	12.1555000	96.8343700	341.5890100	227.2725119	Wannes
10306	56800	2.5409743	0.2257502	12.9809800	241.5816900	149.4609200	63.7030829	2001 VJ76
10307	56800	2.5410936	0.2450148	7.1162800	254.0461100	124.5525000	206.5150372	Timchuk
10308	56800	2.5417230	0.1453046	7.3565700	214.0204000	19.4301100	135.0080185	2000 AY137
10309	56800	2.5417303	0.1753538	10.5656800	72.8415700	346.8785100	265.5012222	1990 SZ
10310	56800	2.5424117	0.1001638	14.2635600	175.9911100	290.4462000	164.0047367	1999 XU114
10311	56800	2.5429098	0.1425502	3.4187600	201.7255900	145.4955600	19.3470158	1985 PO
10312	56800	2.5441264	0.1927127	10.2707500	311.0783700	103.7287500	25.2688005	2001 QL154
10313	56800	2.5454088	0.2189226	4.1880000	57.6738700	272.9505700	139.4134300	Ruhmann
10314	56800	2.5459953	0.0153986	14.0631300	160.2718900	208.6084600	297.1459222	1997 JD14
10315	56800	2.5460053	0.0677964	15.9518800	344.0290900	177.9980500	214.5301068	2000 ER137
10316	56800	2.5462006	0.1336143	9.6430300	70.9804400	342.1892900	133.0963914	Myersdavis
10317	56800	2.5467956	0.2708235	6.0956100	67.7251300	328.6991300	286.6281270	Lastrucci
10318	56800	2.5468458	0.1992108	5.6660100	295.1661300	155.6914400	97.1789868	1996 XS32
10319	56800	2.5472003	0.1609635	6.3028400	183.0019500	42.9945100	47.8570299	Feuchtwanger
10320	56800	2.5480384	0.2308917	11.0490200	251.3790000	330.5871800	100.7185468	1984 DQ
10321	56800	2.5483172	0.1517132	16.9682800	70.6351000	15.6909900	354.4807915	9549 P-L
10322	56800	2.5484727	0.2051157	11.8102300	49.7127200	323.1846400	195.3271876	1991 RA1
10323	56800	2.5485557	0.1762588	12.8000900	24.4514400	301.1670600	340.1902806	1993 LS1
10324	56800	2.5485834	0.0834763	5.4783600	132.8404500	330.8922800	65.8986001	1998 FB109
10325	56800	2.5486310	0.1433903	14.7076700	327.5435800	180.8516100	147.1388036	2001 FG90
10326	56800	2.5486573	0.1193303	15.4840300	1.2912900	13.8948900	121.5994178	2000 OM49
10327	56800	2.5487683	0.2325181	12.2127100	85.6258300	264.8076700	332.8993732	2000 EX84
10328	56800	2.5490505	0.1789983	11.4019400	14.2203700	291.7613700	182.1039289	2000 PV26
10329	56800	2.5499598	0.2148246	13.5574300	153.4531000	140.6065300	166.9736549	2000 MP5
10330	56800	2.5501302	0.3072386	8.9861800	202.0525000	123.4702800	266.7102183	Rakhat
10331	56800	2.5503791	0.1863039	12.9854600	238.1617000	131.4556300	201.3425953	1997 BY1
10332	56800	2.5503953	0.1984941	14.4550000	271.8234300	88.6137000	121.4932484	1999 JJ82
10333	56800	2.5511707	0.0938027	14.1961800	64.9544100	73.3320900	274.0237520	1999 CR125
10334	56800	2.5514285	0.1588137	9.2460900	170.0677400	126.7698000	163.8464543	1999 GX58
10335	56800	2.5520287	0.1730824	7.6611500	99.4001100	185.0178600	239.2377582	1991 NS2
10336	56800	2.5521346	0.1475244	3.7154100	256.3103200	286.7296100	44.9461021	1999 US13
10337	56800	2.5521463	0.1951341	9.8997100	193.8529700	137.0054100	329.3537311	2000 AK121
10338	56800	2.5527321	0.1610729	2.4512400	192.5710800	170.4075800	320.4755740	1994 VE1
10339	56800	2.5532936	0.1114964	13.3486300	247.6597600	297.5348100	25.6159995	1999 RE200
10340	56800	2.5535327	0.0688738	14.1793900	328.5461100	242.3352400	290.4638998	1999 LC14
10341	56800	2.5535438	0.2403258	7.4058400	153.2676100	200.1670500	238.0145752	1981 EM17
10342	56800	2.5536857	0.0198852	14.5325000	30.6752800	185.4083400	343.7413804	1999 RS103
10343	56800	2.5548288	0.1986304	14.3272400	302.9590800	52.9424800	112.0545501	1999 JV1
10344	56800	2.5549752	0.1713146	15.8014700	214.6281500	100.5931600	135.3248110	2001 WO40
10345	56800	2.5551266	0.1336951	12.8008200	304.6569900	276.1029400	58.1009622	1995 XG1
10346	56800	2.5556989	0.1401097	14.5385800	154.5899300	123.2981100	130.3588383	1998 XF96
10347	56800	2.5561731	0.2048547	9.9230500	53.3837600	307.0711000	227.3396379	1981 DN1
10348	56800	2.5563289	0.2382747	12.4733400	179.3422300	241.4469300	22.7460138	2001 SB108
10349	56800	2.5563569	0.1394963	13.5196900	340.1317800	105.5337200	36.8621536	1999 JG101
10350	56800	2.5563805	0.1795253	9.8046700	228.0257100	71.2253700	66.4525164	2000 FR3
10351	56800	2.5567312	0.1572530	4.8809400	149.2611400	332.5215900	81.0974792	1993 BF3
10352	56800	2.5570815	0.1379693	14.7074800	316.3349500	97.0077100	199.3838580	1995 WX42
10353	56800	2.5573180	0.2003996	12.2074600	132.7814000	187.0749700	340.2144038	1998 SN64
10354	56800	2.5576128	0.1605552	12.9725700	316.0231800	336.4634800	74.2243559	2000 EL94
10355	56800	2.5576778	0.1785320	13.6100900	294.6933500	4.3138300	290.5694744	1999 XS114
10356	56800	2.5581395	0.2634784	15.7949500	82.9853000	278.7914500	39.7409478	1968 OK
10357	56800	2.5582318	0.2432936	14.3492200	350.1527700	64.8589900	52.7322881	1999 JR109
10358	56800	2.5583521	0.2561597	6.1170100	258.2570300	137.3635900	183.5217718	1999 RM172
10359	56800	2.5583854	0.0935262	14.3910900	29.4449800	114.2081500	34.4480828	2000 ST266
10360	56800	2.5585811	0.2208076	3.6292600	54.7726700	106.4240100	318.1723671	1994 AC17
10361	56800	2.5588369	0.2286982	14.4197300	254.0160000	95.8767500	309.7815209	2000 EY156
10362	56800	2.5594173	0.2249652	5.0110200	185.2551300	183.9214200	320.7965641	1996 EP1
10363	56800	2.5601326	0.1094896	13.6156200	43.5104000	166.4864700	309.4938192	1999 NX48
10364	56800	2.5603863	0.1162894	14.2367900	160.4618700	1.8280500	103.9671687	2000 AB248
10365	56800	2.5612610	0.2079080	18.1412300	154.5278100	288.1232500	35.0990517	2000 NP22
10366	56800	2.5612892	0.1214947	14.2065900	1.4573300	94.8389100	338.3138142	2001 VP16
10367	56800	2.5613437	0.1279826	14.0656000	21.4698200	76.1170000	312.3646020	1999 CQ128
10368	56800	2.5621388	0.1623794	13.4128000	349.7415600	336.9043200	175.8515775	1998 DZ20
10369	56800	2.5625180	0.1118850	9.0896700	266.6865100	238.7634600	102.8482473	1999 XG26
10370	56800	2.5625791	0.1090066	13.4649600	117.6305500	39.6434400	279.8857996	2001 QC31
10371	56800	2.5626101	0.1285760	12.2080700	343.8760200	292.2860100	220.7719324	1998 DD17
10372	56800	2.5626761	0.2195756	14.0685100	304.8746400	18.5566100	256.0154741	1999 XN36
10373	56800	2.5627310	0.2043645	13.0069400	82.7973600	274.0476200	47.4169685	2001 XQ48
10374	56800	2.5637905	0.1455108	5.6976500	204.1077500	199.5605100	182.3556009	Ivanbella
10375	56800	2.5642030	0.1381467	12.9959900	221.6058300	251.8892400	289.2301860	1999 DB6
10376	56800	2.5642864	0.0509992	13.9056800	263.7546200	298.8367400	77.7213119	1998 QF85
10377	56800	2.5644145	0.3283984	6.4085700	245.7411200	189.4520500	212.5022348	2000 CH48
10378	56800	2.5647441	0.1418753	9.4761300	202.8121900	47.4871000	275.7682611	1998 EZ8
10379	56800	2.5650227	0.0999258	14.1946600	87.8833400	48.8813900	109.8802564	Dariozanetti
10380	56800	2.5670509	0.1972661	3.3933100	69.5925200	250.1383500	331.3477203	1994 UM1
10381	56800	2.5673220	0.0832190	4.5003200	328.7460800	253.6225200	73.4524932	1978 VK3
10382	56800	2.5674828	0.1199642	16.3435200	107.6021800	24.7558500	221.4814187	3417 T-3
10383	56800	2.5677610	0.0985307	13.0846100	1.3759500	163.8006700	165.1769343	2000 AL237
10384	56800	2.5680747	0.2150421	7.9828100	77.6384500	268.5110100	161.3685434	Doronina
10385	56800	2.5682286	0.2067981	7.1609400	38.8354200	336.0333500	100.8279344	1998 CV4
10386	56800	2.5684291	0.1289935	8.4787300	354.7051400	164.3661300	123.9561385	Slovenija
10387	56800	2.5684507	0.1638462	11.4562000	283.5958400	312.5745800	235.1481209	2000 RS102
10388	56800	2.5693077	0.1983911	14.2761600	335.0902600	333.2049700	35.7979551	2000 CZ57
10389	56800	2.5695812	0.1905686	8.7358900	159.1329900	237.3820900	349.2371606	1989 WS
10390	56800	2.5697103	0.1364548	14.1923800	97.8009700	90.7227400	174.3089550	2000 HC41
10391	56800	2.5697962	0.2247050	10.5411000	185.6927400	170.7138000	122.4603541	2000 OZ47
10392	56800	2.5698466	0.1367433	15.4965700	245.1611500	109.2322200	349.9435982	2000 FB33
10393	56800	2.5703541	0.1726195	8.7229300	134.1234500	182.6893400	81.8866372	1980 RE1
10394	56800	2.5707537	0.1333893	16.5550600	251.5400900	312.6920300	34.8183737	2000 YH16
10395	56800	2.5709680	0.2059129	13.4052500	313.9149300	35.0620000	277.0287265	1994 WB
10396	56800	2.5713577	0.1842542	15.2124300	355.8257900	64.9683700	110.2726487	1998 HS119
10397	56800	2.5719169	0.1162855	13.1805700	57.2646400	178.4065200	259.8003493	2000 RJ66
10398	56800	2.5730918	0.1366173	14.0408500	43.3262100	40.6519800	111.9052052	1999 SK8
10399	56800	2.5735895	0.1027507	15.5601900	184.0063900	125.2566400	224.5871580	1998 GB8
10400	56800	2.5737733	0.1601859	13.7664100	251.2627100	53.9553200	146.9172393	1999 JU84
10401	56800	2.5738919	0.0534347	21.1988300	269.1817300	271.4734900	25.2324518	1999 SF12
10402	56800	2.5740789	0.1681382	10.8678800	79.7870300	185.8470400	112.2626478	2000 GV122
10403	56800	2.5742910	0.1892376	13.3749100	117.9893200	225.6443100	36.2465005	1993 VE2
10404	56800	2.5744293	0.1274927	10.7096600	318.5905600	12.0452600	160.7765540	1994 CF14
10405	56800	2.5747676	0.1787031	6.5552300	285.2975400	341.7463500	200.1345799	2000 RY33
10406	56800	2.5749857	0.1907491	2.4758100	141.6701500	240.3031500	340.6227539	9062 P-L
10407	56800	2.5766134	0.3161514	12.9580200	11.3760500	301.8369200	208.5442485	1999 ML1
10408	56800	2.5767547	0.1407945	16.2064300	191.5192100	145.0289500	234.9593407	1999 VQ85
10409	56800	2.5769077	0.1469179	19.1701500	12.4823800	177.4818700	14.2072676	1999 TQ40
10410	56800	2.5782859	0.2358946	17.0082000	302.7284900	71.0645200	154.4495569	2000 WM141
10411	56800	2.5785405	0.2015511	8.4369100	236.7181700	51.9535800	303.3798584	1999 VT170
10412	56800	2.5789580	0.0443549	15.1553400	97.4647000	34.3082100	231.3228723	1989 SD4
10413	56800	2.5801622	0.1464358	4.0255600	285.6817000	146.7823500	304.9298261	Ohtanihiroshi
10414	56800	2.5808351	0.1516485	16.4600500	227.9209300	78.3817200	275.6995394	2000 AK68
10415	56800	2.5808427	0.0611953	9.7264900	219.3449000	26.3345000	97.2500362	Shichangxu
10416	56800	2.5810767	0.1149536	11.6350900	269.8105700	264.5969100	108.3921994	1988 BH5
10417	56800	2.5812186	0.1812296	12.6309200	152.1753700	343.7699600	270.3047820	1999 GR36
10418	56800	2.5814892	0.1837032	13.0615300	27.6986700	253.0383800	117.3166632	1998 DM32
10419	56800	2.5818255	0.2685352	14.8001100	249.2355200	116.0326800	116.5293439	1999 JG96
10420	56800	2.5826252	0.2928672	13.9008300	176.1580800	174.6038200	357.5082151	1993 SG1
10421	56800	2.5828841	0.1356905	15.3186000	251.8023300	299.9941400	286.7700263	2000 RD101
10422	56800	2.5829350	0.1349541	10.9604700	128.3945000	271.6503500	281.5723172	1998 XR27
10423	56800	2.5830108	0.1815594	15.6149400	153.7999700	135.5032500	349.0314482	2000 AZ113
10424	56800	2.5831363	0.0326428	21.9279300	162.5814200	327.8414600	244.5597886	1999 AL5
10425	56800	2.5835364	0.2493493	25.4475000	307.5138700	74.4568000	164.1273486	2000 XQ38
10426	56800	2.5839310	0.1669687	13.4333100	200.0513300	171.6200900	90.8638465	2000 ON44
10427	56800	2.5840580	0.1371023	15.0630100	281.3766200	31.3643900	43.2066113	2000 FV39
10428	56800	2.5843475	0.1483950	14.5225000	73.6819900	24.0516100	136.9395466	1999 UN4
10429	56800	2.5852818	0.1406043	10.2662800	230.8290700	106.7042700	137.0277037	1999 JR77
10430	56800	2.5853440	0.1593152	12.8523300	38.9498200	155.7856500	182.1354680	1991 DH1
10431	56800	2.5857430	0.0999289	12.3248300	267.2960100	234.7204300	124.7103317	1998 QS70
10432	56800	2.5860345	0.2569149	11.1968300	279.3855200	336.7078200	122.2573741	1988 RN4
10433	56800	2.5862592	0.1647448	14.3915500	131.6358200	137.7601700	242.4157381	1999 OU3
10434	56800	2.5862950	0.2247744	15.3653400	349.3967900	8.4402800	332.6155601	3322 T-1
10435	56800	2.5864020	0.1435079	6.1797900	311.9813500	95.6652300	141.6427028	1997 CG1
10436	56800	2.5879096	0.2342915	16.9796100	303.7065900	2.5952500	33.0649582	2055 T-1
10437	56800	2.5880938	0.1053985	14.6834900	0.0921600	330.1948800	69.2479819	1999 FC37
10438	56800	2.5883216	0.1250468	9.7304600	296.3638400	22.9270200	283.5646294	2001 FG60
10439	56800	2.5888666	0.1029318	14.0999200	185.2808700	36.5158200	98.8731165	Lestone
10440	56800	2.5892856	0.1975485	15.3305300	220.7565800	119.6426300	277.7093092	1999 XR31
10441	56800	2.5902420	0.1625655	12.9758200	238.4269600	222.7577400	191.5615545	1990 VW8
10442	56800	2.5906134	0.1400276	13.1763600	254.4610800	2.0238600	348.2747377	Muralidhar
10443	56800	2.5907373	0.1812640	13.2704800	202.0479200	133.7997600	337.6187795	2000 CG89
10444	56800	2.5907657	0.0961798	13.4586700	4.5434400	315.7524200	161.9486262	1991 PR2
10445	56800	2.5909892	0.0694774	10.0689400	327.0141400	71.1527100	232.7884431	1999 XM176
10446	56800	2.5914883	0.2905165	11.2063600	103.8013700	178.3486900	331.4733934	1981 QX
10447	56800	2.5922924	0.1737493	14.4779700	295.4206200	117.9900400	286.1733039	1995 BA1
10448	56800	2.5927337	0.1631151	10.9947000	254.0063700	244.3475800	24.5988819	1998 KA36
10449	56800	2.5947488	0.0888523	2.8507400	212.4078900	201.9227000	121.2879104	1999 RO63
10450	56800	2.5950825	0.0909088	13.4186600	355.2681000	194.0571700	154.3378534	2000 GW108
10451	56800	2.5955099	0.1358322	14.4487200	18.2534000	331.1801600	320.5882311	2000 CA63
10452	56800	2.5956730	0.1193102	13.6177800	227.1349400	24.6134200	226.3994687	2000 RQ49
10453	56800	2.5956809	0.1384618	14.3460200	325.3930300	102.5586900	8.4490858	1998 BU1
10454	56800	2.5969939	0.0427278	10.3261200	173.1979700	137.6629500	210.3439197	1998 HC118
10455	56800	2.5975512	0.1357288	14.9967600	52.6847800	345.0485600	70.2265390	2000 OQ47
10456	56800	2.5980106	0.1720455	14.9646000	278.2456500	149.4723500	285.1140901	1999 CP62
10457	56800	2.5982300	0.0588063	15.2831900	218.2290000	47.1687800	165.1196198	1999 GU20
10458	56800	2.5983220	0.1462473	13.5844000	238.1933100	198.4824600	95.7187592	1999 RG121
10459	56800	2.5984534	0.1608905	8.3736100	177.7810400	118.5732000	119.2851029	2000 QM132
10460	56800	2.5984691	0.1643865	1.7600700	358.6676500	310.8319800	275.8592229	Visby
10461	56800	2.5988026	0.1282347	13.8901100	52.4598700	337.8748300	233.3987416	1998 QH42
10462	56800	2.5988156	0.2023015	14.2983900	119.2675700	174.0985200	132.4467842	2000 MW5
10463	56800	2.5989783	0.1977225	13.7491200	222.5621900	141.0431400	52.8437958	1999 GK40
10464	56800	2.5990035	0.1155166	4.9525800	127.4459300	163.0399300	304.3867913	1998 QV19
10465	56800	2.5990402	0.1135083	32.0659300	42.1182000	197.3053100	115.2036781	1999 BY
10466	56800	2.5991383	0.1087474	13.7934700	27.9514300	130.3293000	92.0867819	1997 KU2
10467	56800	2.6006819	0.1201638	12.3817000	185.8598700	325.4090300	284.8075965	2000 QE110
10468	56800	2.6007769	0.3156612	20.2120300	6.3326700	328.0292700	335.5846452	1989 PK
10469	56800	2.6009339	0.1284591	12.7945700	239.2503400	266.6545200	355.2516359	2000 SN287
10470	56800	2.6010353	0.2319252	13.0903000	82.9093100	81.8768300	180.8577963	1991 DE
10471	56800	2.6018172	0.1281253	13.9934100	126.8065900	270.3770500	263.7743040	1998 VO54
10472	56800	2.6020186	0.1499445	14.2947700	7.5856400	65.2881400	288.7448850	2000 JJ61
10473	56800	2.6021262	0.1777392	14.6278800	248.4753300	84.0344300	305.5945102	1999 XY231
10474	56800	2.6021642	0.1008030	12.1409300	212.9128400	301.9993500	258.6689370	Pettarin
10475	56800	2.6025431	0.1763661	11.3931900	262.7039100	19.1372600	112.0066052	1999 CO49
10476	56800	2.6026526	0.1634082	13.8255600	34.1531600	33.5875000	186.4416483	2001 FH54
10477	56800	2.6027616	0.1251824	15.5859700	275.0980700	110.5747900	56.0747628	1997 YN7
10478	56800	2.6029232	0.1261165	9.6095400	236.4969100	144.3469300	203.9124257	1998 MZ30
10479	56800	2.6032398	0.1717784	13.6445300	25.4334300	12.6510300	337.1043488	1999 DG2
10480	56800	2.6033578	0.0508454	14.6622100	326.9755400	175.5713600	20.1642470	Warrener
10481	56800	2.6034396	0.0444442	21.7571900	296.3841000	197.7366300	333.5555509	2000 QM123
10482	56800	2.6035778	0.1199430	14.6384000	323.7848600	341.2315800	12.3552482	2000 CT53
10483	56800	2.6036114	0.1682760	16.2629900	14.6098600	48.4492200	137.8655378	1995 UE45
10484	56800	2.6051348	0.0815687	13.8679400	263.9461300	348.7875800	279.8211433	1999 RX41
10485	56800	2.6055716	0.1333310	13.3845400	66.3016000	260.9752500	109.2545964	1996 UN1
10486	56800	2.6057023	0.1408256	15.2227800	292.5011200	83.3762000	128.6697022	1998 GF9
10487	56800	2.6058168	0.1833546	16.7321100	283.2471200	85.7778400	17.7672810	1997 WN21
10488	56800	2.6063779	0.1784567	14.7905300	65.1673800	10.1564400	13.4809031	1992 UA1
10489	56800	2.6064036	0.2549251	10.5649900	60.6378000	255.6814100	272.7365127	Hokule'a
10490	56800	2.6080477	0.2040268	17.3171100	255.9216700	86.1933400	289.0385617	2001 FB162
10491	56800	2.6081573	0.1326744	12.4881400	36.3130900	256.7300300	180.2284115	1999 LG27
10492	56800	2.6083260	0.1587827	12.5700100	60.7646500	7.5544900	248.2888101	2000 GO100
10493	56800	2.6089363	0.1071179	11.9160500	173.0665800	315.8948500	215.1500137	2001 OP47
10494	56800	2.6091017	0.2083356	13.7437500	255.4879400	117.5425900	314.6784446	1998 YS17
10495	56800	2.6092890	0.2074970	11.7853100	130.3441500	219.4306300	213.6757067	1989 GM1
10496	56800	2.6100082	0.1824700	10.2432700	188.7441700	266.8233100	164.9451607	2000 AK185
10497	56800	2.6101606	0.1956938	14.3217800	189.0263300	175.1148900	74.5160194	1999 JY88
10498	56800	2.6105163	0.0912254	12.5148000	165.1289500	335.6483100	356.8835984	2000 RZ75
10499	56800	2.6107201	0.1071650	14.3763300	100.8103600	186.3280600	193.5278065	2000 SB172
10500	56800	2.6115966	0.0929410	7.6980000	260.8971100	331.4320100	222.4408308	1991 PZ5
10501	56800	2.6118370	0.1319675	13.5467700	344.7251300	324.5706500	141.9773217	1998 BB1
10502	56800	2.6120494	0.1561108	25.8979800	200.5415400	254.9926000	37.3189338	2000 WV132
10503	56800	2.6122074	0.1685139	11.5353900	339.4290000	286.4103500	238.6551853	1999 SH16
10504	56800	2.6122763	0.1497660	10.0733000	156.8989700	262.8611600	88.3287261	1999 NL49
10505	56800	2.6124570	0.1639114	11.3185900	20.0401100	337.1440300	61.5702261	2000 OH26
10506	56800	2.6130874	0.1127627	5.8437400	22.2708900	352.3936300	19.8392455	2001 OV62
10507	56800	2.6131348	0.1320190	13.7746700	118.7697400	242.8789500	157.4139972	1999 NS56
10508	56800	2.6133787	0.2400520	11.5936500	156.8885200	336.6191800	314.2454218	1998 DV31
